The Multi-Financing Support Measures For Technology-Based Ventures And Startups;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Plan To Promote Crowdfunding To Support Startups And Smes;;Business Innovation Policy Strategies;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;Targeted Support To Smes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technology Innovation Strategy For Carbon Neutrality;;;;;;;;Horizontal Policy Coordination;;;;;;;;;Stimulating Demand For Innovation And Market Creation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Plan To Create An Innovative Startup Ecosystem;;Business Innovation Policy Strategies;;;;;;;;;;Non-Financial Support To Business R&D And Innovation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The 5g Plus Strategy To Realize Innovative Growth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Implementation Plan For The Climate And Environment R&D Program;;Business Innovation Policy Strategies;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Third Master Plan For International Development Cooperation;;;;;;;;;;;;;;Research And Innovation For Developing Countries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Act On Innovation In National Research And Development;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Science And Technology Future Strategy 2045;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;Strategic Policy Intelligence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Korean New Deal: National Strategy For A Great Transformation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Third Five-Year Plan For Green Growth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Master Plan For National S&T Information Service (Ntis) 5.0;;;;;;;;;;;;;;;;;;Strategic Policy Intelligence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Fourth Master Plan For Performance Evaluation Of National Research And Development;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Innovation Platform: The Strategic Investment Direction For Innovation-Driven Growth;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;Strategic Policy Intelligence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Strategy Meeting On The Korean New Deal;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Technology Assessment;;;;;;Ethics Of Emerging Technologies;;;;Multi-Stakeholder Engagement;;;;;;Science, Technology And Innovation Culture;;Strategic Policy Intelligence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Technological Level Assessment;;;;;;;;;;;;;;;;;;Strategic Policy Intelligence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The R&D Program To Overcome Dementia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The R&Sd Frontier Program;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;Strategic Policy Intelligence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brain Korea 21 Four;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Caring Robot Translational Research;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;Stimulating Demand For Innovation And Market Creation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Fourth Basic Plan For Promoting Science Museums;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Strategy To Promote Sharing And Use Of Research Data For Innovation-Driven Growth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Fourth Basic Plan For Management And Utilization Of Research Outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Assessment Of The National Science, Technology And Innovation Capacities;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Strategy Meeting On Innovation-Driven Growth;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Action Plan For Digital Inclusion;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Directorate For Basic Research In Science And Engineering Of The National Research Foundation Of Korea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Directorate For National Strategic R&D Programs Of The National Research Foundation Of Korea;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Science And Technology Knowledge Infrastructure Of The Korea Institute Of Science And Technology Information;;;;Collaborative Research And Innovation;;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Korea Open Access Platform For Researchers Of The Korea Institute Of Science And Technology Information;;;;Collaborative Research And Innovation;;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050 Carbon Neutral Strategy Towards A Sustainable And Green Society;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energy Innovative Company Support Strategy;;Business Innovation Policy Strategies;;;;;;Horizontal Policy Coordination;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technology Innovation Fund;;;;;;;;;;;;;;;;;;;Targeted Support To Smes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Fourth Energy Technology Development Plan;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;Strategic Policy Intelligence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Fourth Plan For Promoting Technological Innovation In Smes;;Business Innovation Policy Strategies;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;Targeted Support To Smes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Central Disaster And Safety Countermeasures Headquarters (Cdschq) & Central Disease Control Headquarters (Cdchq);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Easing Burdens On Private R&D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Government-Wide Support Team For Covid-19 Treatment & Vaccine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The R&D Strategy For Technologies Against Infectious Disease Crisis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Post Covid-19 Science And Technology Policy Direction For The New Future;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
